order_id,order_placement_date,customer_id,product_id,order_qty,read_timestamp,file_name,file_size,product_code
FSEP59902602,2025-09-08,789902,25891602,124,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6
FSEP59902601,2025-09-07,789902,25891501,136,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae
FSEP59902601,2025-09-07,789902,25891601,164,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742
FSEP59902403,2025-09-08,789902,25891403,281,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9
FSEP59902202,2025-09-07,789902,25891202,170,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28
FSEP59902102,2025-09-06,789902,25891102,420,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e
FSEP59721601,2025-09-06,999999,25891601,139,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742
FSEP59721301,2025-09-08,789721,25891301,39,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345
FSEP59721202,2025-09-08,789721,25891202,316,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28
FSEP59720603,2025-09-06,789720,25891501,139,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae
FSEP59720603,2025-09-06,789720,25891101,435,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843
FSEP59720603,2025-09-06,789720,25891603,168,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa
FSEP59720601,2025-09-07,999999,25891601,138,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742
FSEP59720503,2025-09-06,789720,25891503,215,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379
FSEP59720503,2025-09-06,789720,25891102,491,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e
FSEP59703602,2025-09-08,789703,25891602,102,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6
FSEP59703602,2025-09-08,789703,25891402,360,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49
FSEP59703602,2025-09-08,789703,25891403,287,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9
FSEP59703101,2025-09-07,789703,25891101,330,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843
FSEP59702603,2025-09-06,789702,25891303,63,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f
FSEP59702603,2025-09-06,789702,25891203,369,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2
FSEP59702603,2025-09-06,789702,25891603,139,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa
FSEP59702602,2025-09-08,789702,25891101,338,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843
FSEP59702602,2025-09-08,789702,25891102,380,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e
FSEP59702602,2025-09-08,789702,25891403,448,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9
FSEP59702602,2025-09-08,789702,25891602,153,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6
FSEP59702602,2025-09-08,789702,25891501,171,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae
FSEP59702601,2025-09-07,789702,25891601,104,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742
FSEP59702503,2025-09-07,789702,25891302,76,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5
FSEP59702503,2025-09-07,789702,25891402,253,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49
FSEP59702503,2025-09-07,789702,25891503,149,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379
FSEP59702301,2025-09-06,999999,25891301,51,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345
FSEP59622603,2025-09-08,789622,25891601,167,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742
FSEP59622603,2025-09-08,789622,25891503,197,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379
FSEP59622603,2025-09-08,789622,25891103,390,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268
FSEP59622603,2025-09-08,789622,25891403,321,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9
FSEP59622603,2025-09-08,789622,25891603,174,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa
FSEP59622401,2025-09-07,789622,25891401,389,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05
FSEP59622301,2025-09-08,789622,25891301,36,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345
FSEP59622101,2025-09-07,789622,25891101,415,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843
FSEP59621602,2025-09-08,789621,25891602,58,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6
FSEP59621401,2025-09-07,789621,25891401,390,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05
FSEP59621302,2025-09-08,789621,25891302,74,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5
FSEP59621203,2025-09-06,789621,25891201,322,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896
FSEP59621203,2025-09-06,789621,25891203,494,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2
FSEP59603602,2025-09-06,999999,25891302,70,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5
FSEP59603602,2025-09-06,789603,25891202,496,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28
FSEP59603602,2025-09-06,789603,25891201,397,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896
FSEP59603602,2025-09-06,789603,25891501,215,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae
FSEP59603602,2025-09-06,789603,25891602,193,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6
FSEP59603601,2025-09-08,789603,25891601,144,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742
FSEP59603502,2025-09-07,789603,25891402,244,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49
FSEP59603502,2025-09-07,789603,25891101,305,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843
FSEP59603401,2025-09-07,789603,25891401,391,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05
FSEP59603301,2025-09-08,789603,25891301,42,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345
FSEP59603102,2025-09-08,789603,25891102,392,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e
FSEP59601601,2025-09-06,999999,25891601,198,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742
FSEP59601601,2025-09-06,789601,25891102,427,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e
FSEP59601601,2025-09-06,789601,25891302,32,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5
FSEP59601503,2025-09-08,789601,25891303,32,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f
FSEP59601503,2025-09-08,789601,25891203,299,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2
FSEP59601503,2025-09-08,789601,25891503,182,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379
FSEP59601503,2025-09-08,789601,25891301,53,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345
FSEP59601503,2025-09-08,789601,25891103,445,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268
FSEP59601201,2025-09-08,789601,25891201,103,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896
FSEP59601101,2025-09-08,789601,25891101,402,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843
FSEP59522603,2025-09-06,789522,25891201,135,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896
FSEP59522603,2025-09-06,789522,25891603,88,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa
FSEP59522602,2025-09-07,789522,25891602,106,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6
FSEP59522601,2025-09-07,999999,25891103,375,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268
FSEP59522601,2025-09-07,789522,25891601,58,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742
FSEP59522503,2025-09-06,789522,25891503,100,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379
FSEP59522403,2025-09-08,789522,25891403,339,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9
FSEP59522402,2025-09-08,789522,25891302,77,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5
FSEP59522402,2025-09-08,789522,25891402,405,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49
FSEP59522402,2025-09-08,789522,25891303,35,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f
FSEP59522202,2025-09-08,789522,25891202,420,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28
FSEP59522102,2025-09-08,999999,25891102,342,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e
FSEP59521603,2025-09-07,999999,25891603,122,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa
FSEP59521602,2025-09-07,789521,25891602,195,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6
FSEP59521601,2025-09-08,789521,25891601,172,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742
FSEP59521302,2025-09-07,789521,25891302,78,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5
FSEP59521203,2025-09-08,789521,25891203,340,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2
FSEP59521201,2025-09-06,789521,25891201,157,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896
FSEP59521201,2025-09-06,789521,25891103,436,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268
FSEP59521101,2025-09-07,999999,25891101,262,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843
FSEP59520501,2025-09-08,789520,25891501,96,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae
FSEP59520403,2025-09-08,789520,25891103,289,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268
FSEP59520403,2025-09-08,789520,25891403,378,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9
FSEP59520302,2025-09-06,999999,25891302,35,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5
FSEP59520201,2025-09-07,789520,25891201,189,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896
FSEP59503603,2025-09-08,789503,25891301,44,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345
FSEP59503603,2025-09-08,789503,25891603,81,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa
FSEP59503602,2025-09-07,999999,25891201,190,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896
FSEP59503602,2025-09-07,789503,25891602,54,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6
FSEP59503602,2025-09-07,789503,25891103,447,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268
FSEP59503602,2025-09-07,789503,25891101,453,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843
FSEP59503601,2025-09-06,789503,25891203,345,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2
FSEP59503601,2025-09-06,789503,25891601,77,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742
FSEP59503601,2025-09-06,789503,25891401,327,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05
FSEP59503601,2025-09-06,789503,25891402,449,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49
FSEP59503601,2025-09-06,789503,25891302,63,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5
FSEP59501503,2025-09-07,789501,25891202,357,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28
FSEP59501503,2025-09-07,789501,25891503,131,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379
FSEP59501503,2025-09-07,789501,25891401,359,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05
FSEP59501403,2025-09-08,999999,25891403,336,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9
FSEP59501403,2025-09-08,789501,25891301,47,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345
FSEP59501403,2025-09-08,789501,25891203,454,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2
FSEP59501102,2025-09-06,789501,25891102,304,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e
FSEP59422602,2025-09-07,789422,25891403,307,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9
FSEP59422601,2025-09-06,789422,25891601,120,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742
FSEP59422303,2025-09-08,999999,25891303,50,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f
FSEP59422302,2025-09-06,789422,25891302,69,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5
FSEP59422203,2025-09-08,789422,25891203,388,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2
FSEP59422201,2025-09-07,789422,25891201,350,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896
FSEP59421603,2025-09-07,789421,25891603,70,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa
FSEP59421602,2025-09-06,789421,25891602,107,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6
FSEP59421503,2025-09-07,999999,25891503,140,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379
FSEP59421503,2025-09-07,789421,25891301,71,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345
FSEP59421402,2025-09-08,999999,25891402,237,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49
FSEP59421302,2025-09-06,789421,25891302,82,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5
FSEP59421202,2025-09-06,789421,25891202,390,2026-04-21T17:22:01.286Z,orders_2025_09_06.csv,20802,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28
FSEP59421102,2025-09-07,789421,25891102,440,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e
FSEP59420603,2025-09-07,789420,25891603,156,2026-04-21T17:22:01.286Z,orders_2025_09_07.csv,19981,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa
FSEP59420503,2025-09-08,999999,25891401,280,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05
FSEP59420503,2025-09-08,789420,25891503,219,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379
FSEP59420503,2025-09-08,789420,25891101,338,2026-04-21T17:22:01.286Z,orders_2025_09_08.csv,21610,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843
