date,product_code,customer_code,sold_quantity
2024-01-01,SKATCB097A,70002017,12
2024-01-01,SKAT407D01,70002017,15
2024-01-01,SKAT8BFE91,70002017,8
2024-01-01,SKAT47003B,70002017,16
2024-01-01,SKAT24B8F2,70002017,16
2024-01-01,SKAT8A94D3,70002017,10
2024-01-01,SKATC23D72,70002017,15
2024-01-01,SKATDA2B42,70002017,7
2024-01-01,SQUA4C7DCE,70002017,15
2024-01-01,SQUA99D795,70002017,8
2024-01-01,SQUABC7FB7,70002017,1
2024-01-01,SQUAC908FD,70002017,2
2024-01-01,SQUA84B377,70002017,4
2024-01-01,SQUA732DF1,70002017,2
2024-01-01,SQUA22F29D,70002017,4
2024-01-01,SQUA82575A,70002017,4
2024-01-01,SURF56D4BF,70002017,4
2024-01-01,SURF2EBCCA,70002017,3
2024-01-01,SURF8627B1,70002017,4
2024-01-01,SURF7A248A,70002017,2
2024-01-01,SURF60F2D1,70002017,4
2024-01-01,SURFE9DE14,70002017,4
2024-01-01,SURFEB883D,70002017,4
2024-01-01,SURFF237F1,70002017,2
2024-01-01,SURF69CACC,70002017,1
2024-01-01,SWIM8BE666,70002017,4
2024-01-01,SWIM0619EB,70002017,2
2024-01-01,SWIM38D257,70002017,1
2024-01-01,SWIM814E22,70002017,2
2024-01-01,SWIMAEF4F3,70002017,2
2024-01-01,SWIMCA28CC,70002017,1
2024-01-01,SWIM3B2B99,70002017,2
2024-01-01,SWIM4F5CDD,70002017,1
2024-01-01,SWIMB4058D,70002017,4
2024-01-01,SWIM139E14,70002017,1
2024-01-01,SWIME2E04A,70002017,2
2024-01-01,SWIMBAC8EE,70002017,3
2024-01-01,SWIM2785E8,70002017,1
2024-01-01,SWIM8D675F,70002017,2
2024-01-01,SWIM98EEF3,70002017,2
2024-01-01,SWIM9CB0C3,70002017,3
2024-01-01,SWIM3BD53D,70002017,2
2024-01-01,SWIM684A76,70002017,2
2024-01-01,TENN8CF37E,70002017,1
2024-01-01,TENNE19233,70002017,1
2024-01-01,TENN6E46CF,70002017,1
2024-01-01,TENNDCCD5A,70002017,1
2024-01-01,TENN514228,70002017,1
2024-01-01,TENN0CFFE7,70002017,1
2024-01-01,VOLLD0506F,70002017,259
2024-01-01,VOLLC5F036,70002017,151
2024-01-01,VOLLA6AAB1,70002017,721
2024-01-01,VOLLF5D4E6,70002017,585
2024-01-01,VOLLEEC6A4,70002017,575
2024-01-01,VOLL56AE91,70002017,291
2024-01-01,VOLLDDFCD0,70002017,114
2024-01-01,VOLL4B8018,70002017,716
2024-01-01,WLFT9CBF85,70002017,259
2024-01-01,WLFTB0B8BE,70002017,306
2024-01-01,WLFTB7DF2B,70002017,186
2024-01-01,WLFT52B261,70002017,600
2024-01-01,YOGA19401E,70002017,390
2024-01-01,YOGACE3F89,70002017,112
2024-01-01,YOGA4680D3,70002017,688
2024-01-01,YOGA1B22A2,70002017,771
2024-01-01,YOGA6FA844,70002017,518
2024-01-01,YOGAA7E602,70002017,521
2024-01-01,ARCHDDE20D,70002018,122
2024-01-01,ARCH158F41,70002018,159
2024-01-01,ARCHAFF0E4,70002018,45
2024-01-01,ARCH6B94F7,70002018,78
2024-01-01,ARCH5D1FE7,70002018,135
2024-01-01,ARCH7B49A9,70002018,95
2024-01-01,ARCH497D34,70002018,54
2024-01-01,ARCHE71D79,70002018,86
2024-01-01,BADM88C384,70002018,90
2024-01-01,BADMA5EBA3,70002018,95
2024-01-01,BADM4BAB38,70002018,93
2024-01-01,BADMDC6AB1,70002018,13
2024-01-01,BADM50C510,70002018,63
2024-01-01,BADM2459FB,70002018,119
2024-01-01,BADM9DDCED,70002018,67
2024-01-01,BADMD11DA6,70002018,20
2024-01-01,BADMDA1B05,70002018,124
2024-01-01,BADM376040,70002018,108
2024-01-01,BADM03A202,70002018,57
2024-01-01,BADME151E6,70002018,123
2024-01-01,BADMDA5EC8,70002018,111
2024-01-01,BADM48A260,70002018,115
2024-01-01,BADM8FFE12,70002018,32
2024-01-01,BADM1B8332,70002018,31
2024-01-01,BADM7E90FB,70002018,49
2024-01-01,BASK7F5383,70002018,67
2024-01-01,BASKEE612D,70002018,101
2024-01-01,BASK4C69DF,70002018,84
2024-01-01,BASK9E4294,70002018,16
2024-01-01,BASKEE32E4,70002018,84
2024-01-01,BASKE57A19,70002018,100
2024-01-01,BASK728A58,70002018,70
2024-01-01,BASKED86BF,70002018,29
2024-01-01,BASK32528E,70002018,102
2024-01-01,CAMP24F868,70002018,56
2024-01-01,CAMPA3B110,70002018,64
2024-01-01,CAMPEE1159,70002018,24
2024-01-01,CAMP7A5E65,70002018,59
2024-01-01,CAMP69AF0F,70002018,73
2024-01-01,CAMP10C410,70002018,52
2024-01-01,CAMPECAADE,70002018,92
2024-01-01,CAMPF24336,70002018,73
2024-01-01,CAMPE624C8,70002018,85
2024-01-01,CAMP11E3FA,70002018,58
2024-01-01,CAMPCB6B05,70002018,14
2024-01-01,CAMPDFA679,70002018,41
2024-01-01,CAMP4005E6,70002018,64
2024-01-01,CRIC6888B0,70002018,35
2024-01-01,CRICE4E9A2,70002018,5
2024-01-01,CRIC670481,70002018,6
2024-01-01,CRICCCD675,70002018,34
2024-01-01,CRIC05FECB,70002018,19
2024-01-01,CRIC681856,70002018,27
2024-01-01,CRICBBFD56,70002018,4
2024-01-01,CRIC57FB52,70002018,19
2024-01-01,CRIC294CD6,70002018,17
2024-01-01,CRIC892BAA,70002018,7
2024-01-01,CRIC2AE4DF,70002018,23
2024-01-01,CRICC0D928,70002018,6
2024-01-01,CRIC1FC74E,70002018,526
2024-01-01,CRIC905F1B,70002018,167
2024-01-01,CRIC35B3C7,70002018,530
2024-01-01,CRIC462BA5,70002018,117
2024-01-01,CRICBDB8DA,70002018,631
2024-01-01,CRIC1BA87E,70002018,602
2024-01-01,CRIC7633A6,70002018,713
2024-01-01,CRIC8B52CE,70002018,467
2024-01-01,CRIC538334,70002018,262
2024-01-01,CRIC385D92,70002018,330
2024-01-01,CRICF950D4,70002018,393
2024-01-01,CRIC16E55F,70002018,258
2024-01-01,CRIC02DA3C,70002018,312
2024-01-01,CRIC98DB22,70002018,154
2024-01-01,CRICCE879E,70002018,444
2024-01-01,CRIC372046,70002018,73
2024-01-01,CRICF6D4C2,70002018,78
2024-01-01,CRIC7270D1,70002018,343
2024-01-01,CRIC64B186,70002018,132
2024-01-01,CRIC2841E6,70002018,118
2024-01-01,CRIC2101AF,70002018,181
2024-01-01,CRICDB62E7,70002018,356
2024-01-01,CRICA7A3B4,70002018,107
2024-01-01,CRICD69383,70002018,677
2024-01-01,FISH731A02,70002018,469
2024-01-01,FISH8CF49F,70002018,298
2024-01-01,FISH6AC780,70002018,258
2024-01-01,FISHC4F1E3,70002018,493
2024-01-01,FISH9C6E1A,70002018,295
2024-01-01,FISH9DCA51,70002018,422
2024-01-01,FISHA6E17F,70002018,365
2024-01-01,FOOTDA10C6,70002018,520
2024-01-01,FOOT8B25BD,70002018,407
2024-01-01,FOOTBCD3A9,70002018,554
2024-01-01,FOOTC865F3,70002018,236
2024-01-01,FOOT9DB3E4,70002018,106
2024-01-01,FOOTB533BF,70002018,275
2024-01-01,FOOT80D996,70002018,297
2024-01-01,FOOT0CD3DE,70002018,366
2024-01-01,FOOT528FB5,70002018,457
2024-01-01,FOOT86D9A9,70002018,447
2024-01-01,FOOT0E544D,70002018,118
2024-01-01,FOOTF63A17,70002018,455
2024-01-01,FOOT93E2C6,70002018,347
2024-01-01,FOOT2BAAAD,70002018,342
2024-01-01,FOOT9B3291,70002018,245
2024-01-01,FOOT7DA9E9,70002018,564
2024-01-01,FOOT6681B1,70002018,253
2024-01-01,FOOT2271DD,70002018,115
2024-01-01,FOOT614FC7,70002018,530
2024-01-01,FOOT41CE85,70002018,382
2024-01-01,FOOTC136F5,70002018,523
2024-01-01,FOOT7EB7BC,70002018,6
2024-01-01,FOOT17860D,70002018,1
2024-01-01,FOOT63FDD7,70002018,2
2024-01-01,FOOT21667B,70002018,3
2024-01-01,FOOTFCA276,70002018,5
2024-01-01,FOOTD3B001,70002018,6
2024-01-01,FOOT65813B,70002018,3
2024-01-01,FOOT4A3199,70002018,1
2024-01-01,FOOTFA6CB6,70002018,1
2024-01-01,FOOT424157,70002018,3
2024-01-01,FOOT67945A,70002018,4
2024-01-01,FOOTAB35F3,70002018,2
2024-01-01,FOOT489639,70002018,2
2024-01-01,FOOT49D279,70002018,3
2024-01-01,HNDLA1722E,70002018,5
2024-01-01,HNDL03C073,70002018,3
2024-01-01,HNDL9B1B7D,70002018,1
2024-01-01,HIKD0476A,70002018,8
2024-01-01,HIKAED3D8,70002018,6
2024-01-01,HIKD8EC67,70002018,11
2024-01-01,HIK5BEC68,70002018,12
2024-01-01,HIK8D130E,70002018,21
2024-01-01,HIK551B1C,70002018,20
2024-01-01,HIKC3460C,70002018,20
2024-01-01,HIKF7229D,70002018,6
2024-01-01,HIK070F0B,70002018,19
2024-01-01,HIKCAC6DD,70002018,20
2024-01-01,HIK77A350,70002018,22
2024-01-01,HIK1EDFAB,70002018,4
2024-01-01,HIK36B5E7,70002018,20
2024-01-01,HIK3D8B94,70002018,4
2024-01-01,HIKBE06F0,70002018,17
2024-01-01,HIKD4C3B1,70002018,17
2024-01-01,HIK477AAF,70002018,16
2024-01-01,HIK3DF988,70002018,6
2024-01-01,HIKD36FFD,70002018,13
2024-01-01,HIKFE5678,70002018,12
2024-01-01,HIKF1C8B8,70002018,17
2024-01-01,HIKC8C113,70002018,10
2024-01-01,HIK122A22,70002018,7
2024-01-01,HIKAD4D17,70002018,16
2024-01-01,HORSE77A541,70002018,6
2024-01-01,HORSE2EEE60,70002018,9
2024-01-01,HORSE3B12B0,70002018,19
2024-01-01,HORSEAE5456,70002018,12
2024-01-01,HORSEB0E845,70002018,8
2024-01-01,HORSE63358C,70002018,14
2024-01-01,HORSEEB0E93,70002018,10
2024-01-01,HORSEE8A02C,70002018,10
2024-01-01,HORSE32EC33,70002018,6
2024-01-01,RUND03BFE,70002018,14
2024-01-01,RUND9B589,70002018,7
2024-01-01,RUN6DCFAC,70002018,8
2024-01-01,RUN1AB696,70002018,3
2024-01-01,RUN4820EF,70002018,12
2024-01-01,RUN339949,70002018,15
2024-01-01,RUN10A073,70002018,10
2024-01-01,RUNB90BB2,70002018,5
2024-01-01,RUN785BD8,70002018,15
2024-01-01,RUN51B03C,70002018,16
2024-01-01,RUN1D0017,70002018,3
2024-01-01,RUN192A50,70002018,12
2024-01-01,RUN5C06BF,70002018,5
2024-01-01,RUNEBBF53,70002018,4
2024-01-01,RUN907813,70002018,16
2024-01-01,SKAT751A86,70002018,10
2024-01-01,SKATCB097A,70002018,10
2024-01-01,SKAT407D01,70002018,16
2024-01-01,SKAT8BFE91,70002018,15
2024-01-01,SKAT47003B,70002018,13
2024-01-01,SKAT24B8F2,70002018,10
2024-01-01,SKAT8A94D3,70002018,12
2024-01-01,SKATC23D72,70002018,6
2024-01-01,SKATDA2B42,70002018,14
2024-01-01,SQUA4C7DCE,70002018,14
2024-01-01,SQUA99D795,70002018,3
2024-01-01,SQUABC7FB7,70002018,3
2024-01-01,SQUAC908FD,70002018,4
2024-01-01,SQUA84B377,70002018,4
2024-01-01,SQUA732DF1,70002018,2
2024-01-01,SQUA22F29D,70002018,1
2024-01-01,SQUA82575A,70002018,2
2024-01-01,SURF56D4BF,70002018,3
2024-01-01,SURF2EBCCA,70002018,4
2024-01-01,SURF8627B1,70002018,3
2024-01-01,SURF7A248A,70002018,2
2024-01-01,SURF60F2D1,70002018,2
2024-01-01,SURFE9DE14,70002018,2
2024-01-01,SURFEB883D,70002018,2
2024-01-01,SURFF237F1,70002018,2
2024-01-01,SURF69CACC,70002018,2
2024-01-01,SWIM8BE666,70002018,1
2024-01-01,SWIM0619EB,70002018,2
2024-01-01,SWIM38D257,70002018,1
2024-01-01,SWIM814E22,70002018,4
2024-01-01,SWIMAEF4F3,70002018,2
2024-01-01,SWIMCA28CC,70002018,1
2024-01-01,SWIM3B2B99,70002018,1
2024-01-01,SWIM4F5CDD,70002018,1
2024-01-01,SWIMB4058D,70002018,4
2024-01-01,SWIM139E14,70002018,2
2024-01-01,SWIME2E04A,70002018,3
2024-01-01,SWIMBAC8EE,70002018,1
2024-01-01,SWIM2785E8,70002018,3
2024-01-01,SWIM8D675F,70002018,4
2024-01-01,SWIM98EEF3,70002018,4
2024-01-01,SWIM9CB0C3,70002018,1
2024-01-01,SWIM3BD53D,70002018,4
2024-01-01,SWIM684A76,70002018,3
2024-01-01,TENN8CF37E,70002018,1
2024-01-01,TENNE19233,70002018,1
2024-01-01,TENN6E46CF,70002018,1
2024-01-01,TENN6AD4AC,70002018,1
2024-01-01,TENNDCCD5A,70002018,1
2024-01-01,TENN514228,70002018,1
2024-01-01,TENN0CFFE7,70002018,1
2024-01-01,VOLLD0506F,70002018,758
2024-01-01,VOLLC5F036,70002018,289
2024-01-01,VOLLA6AAB1,70002018,522
2024-01-01,VOLLF5D4E6,70002018,428
2024-01-01,VOLLEEC6A4,70002018,116
2024-01-01,VOLL56AE91,70002018,615
2024-01-01,VOLLDDFCD0,70002018,741
2024-01-01,VOLL4B8018,70002018,778
2024-01-01,WLFT9CBF85,70002018,583
2024-01-01,WLFTB0B8BE,70002018,575
2024-01-01,WLFTB7DF2B,70002018,998
2024-01-01,WLFT52B261,70002018,310
2024-01-01,YOGA19401E,70002018,409
2024-01-01,YOGACE3F89,70002018,538
2024-01-01,YOGA4680D3,70002018,84
2024-01-01,YOGA1B22A2,70002018,381
2024-01-01,YOGA6FA844,70002018,139
2024-01-01,YOGAA7E602,70002018,345
2024-01-01,ARCHDDE20D,90002001,173
2024-01-01,ARCH158F41,90002001,66
2024-01-01,ARCHAFF0E4,90002001,62
2024-01-01,ARCH6B94F7,90002001,109
2024-01-01,ARCH5D1FE7,90002001,92
2024-01-01,ARCH7B49A9,90002001,33
2024-01-01,ARCH497D34,90002001,96
2024-01-01,ARCHE71D79,90002001,47
2024-01-01,BADM88C384,90002001,100
2024-01-01,BADMA5EBA3,90002001,32
2024-01-01,BADM4BAB38,90002001,66
2024-01-01,BADMDC6AB1,90002001,36
2024-01-01,BADM50C510,90002001,83
2024-01-01,BADM2459FB,90002001,64
2024-01-01,BADM9DDCED,90002001,124
2024-01-01,BADMD11DA6,90002001,47
2024-01-01,BADMDA1B05,90002001,103
2024-01-01,BADM376040,90002001,32
2024-01-01,BADM03A202,90002001,47
2024-01-01,BADME151E6,90002001,113
2024-01-01,BADMDA5EC8,90002001,77
2024-01-01,BADM48A260,90002001,109
2024-01-01,BADM8FFE12,90002001,112
2024-01-01,BADM1B8332,90002001,87
2024-01-01,BADM7E90FB,90002001,110
2024-01-01,BASK7F5383,90002001,35
2024-01-01,BASKEE612D,90002001,102
2024-01-01,BASK4C69DF,90002001,96
2024-01-01,BASK9E4294,90002001,31
2024-01-01,BASKEE32E4,90002001,102
2024-01-01,BASKE57A19,90002001,99
2024-01-01,BASK728A58,90002001,94
2024-01-01,BASKED86BF,90002001,38
2024-01-01,BASK32528E,90002001,70
2024-01-01,CAMP24F868,90002001,84
2024-01-01,CAMPA3B110,90002001,50
2024-01-01,CAMPEE1159,90002001,119
2024-01-01,CAMP7A5E65,90002001,66
2024-01-01,CAMP69AF0F,90002001,73
2024-01-01,CAMP10C410,90002001,64
2024-01-01,CAMPECAADE,90002001,87
2024-01-01,CAMPF24336,90002001,29
2024-01-01,CAMPE624C8,90002001,66
2024-01-01,CAMP11E3FA,90002001,12
2024-01-01,CAMPCB6B05,90002001,112
2024-01-01,CAMPDFA679,90002001,74
2024-01-01,CAMP4005E6,90002001,71
2024-01-01,CRIC6888B0,90002001,31
2024-01-01,CRICE4E9A2,90002001,32
2024-01-01,CRIC670481,90002001,12
2024-01-01,CRICCCD675,90002001,35
2024-01-01,CRIC05FECB,90002001,6
2024-01-01,CRIC681856,90002001,22
2024-01-01,CRICBBFD56,90002001,33
2024-01-01,CRIC57FB52,90002001,12
2024-01-01,CRIC294CD6,90002001,12
2024-01-01,CRIC892BAA,90002001,10
2024-01-01,CRIC2AE4DF,90002001,14
2024-01-01,CRICC0D928,90002001,16
2024-01-01,CRIC1FC74E,90002001,158
2024-01-01,CRIC905F1B,90002001,167
2024-01-01,CRIC35B3C7,90002001,336
2024-01-01,CRIC462BA5,90002001,467
2024-01-01,CRICBDB8DA,90002001,372
2024-01-01,CRIC1BA87E,90002001,508
2024-01-01,CRIC7633A6,90002001,265
2024-01-01,CRIC8B52CE,90002001,719
2024-01-01,CRIC538334,90002001,583
2024-01-01,CRIC385D92,90002001,613
2024-01-01,CRICF950D4,90002001,497
2024-01-01,CRIC16E55F,90002001,84
2024-01-01,CRIC02DA3C,90002001,229
2024-01-01,CRIC98DB22,90002001,197
2024-01-01,CRICCE879E,90002001,266
2024-01-01,CRIC372046,90002001,111
2024-01-01,CRICF6D4C2,90002001,197
2024-01-01,CRIC7270D1,90002001,497
2024-01-01,CRIC64B186,90002001,353
2024-01-01,CRIC2841E6,90002001,399
2024-01-01,CRIC2101AF,90002001,694
2024-01-01,CRICDB62E7,90002001,547
2024-01-01,CRICA7A3B4,90002001,406
2024-01-01,CRICD69383,90002001,429
2024-01-01,FISH731A02,90002001,174
2024-01-01,FISH8CF49F,90002001,507
2024-01-01,FISH6AC780,90002001,282
2024-01-01,FISHC4F1E3,90002001,418
2024-01-01,FISH9C6E1A,90002001,112
2024-01-01,FISH9DCA51,90002001,318
2024-01-01,FISHA6E17F,90002001,82
2024-01-01,FOOTDA10C6,90002001,437
2024-01-01,FOOT8B25BD,90002001,476
2024-01-01,FOOTBCD3A9,90002001,363
2024-01-01,FOOTC865F3,90002001,374
2024-01-01,FOOT9DB3E4,90002001,281
2024-01-01,FOOTB533BF,90002001,185
2024-01-01,FOOT80D996,90002001,351
2024-01-01,FOOT0CD3DE,90002001,524
2024-01-01,FOOT528FB5,90002001,161
2024-01-01,FOOT86D9A9,90002001,265
2024-01-01,FOOT0E544D,90002001,464
2024-01-01,FOOTF63A17,90002001,243
2024-01-01,FOOT93E2C6,90002001,552
2024-01-01,FOOT2BAAAD,90002001,327
2024-01-01,FOOT9B3291,90002001,174
2024-01-01,FOOT7DA9E9,90002001,127
2024-01-01,FOOT6681B1,90002001,88
2024-01-01,FOOT2271DD,90002001,262
2024-01-01,FOOT614FC7,90002001,551
2024-01-01,FOOT41CE85,90002001,399
2024-01-01,FOOTC136F5,90002001,441
2024-01-01,FOOT7EB7BC,90002001,4
2024-01-01,FOOT17860D,90002001,1
2024-01-01,FOOT63FDD7,90002001,4
2024-01-01,FOOT21667B,90002001,5
2024-01-01,FOOTFCA276,90002001,6
2024-01-01,FOOTD3B001,90002001,2
2024-01-01,FOOT65813B,90002001,1
2024-01-01,FOOT4A3199,90002001,3
2024-01-01,FOOTFA6CB6,90002001,4
2024-01-01,FOOT424157,90002001,1
2024-01-01,FOOT67945A,90002001,3
2024-01-01,FOOTAB35F3,90002001,1
2024-01-01,FOOT489639,90002001,2
2024-01-01,FOOT49D279,90002001,1
2024-01-01,HNDLA1722E,90002001,1
2024-01-01,HNDL03C073,90002001,4
2024-01-01,HNDL9B1B7D,90002001,2
2024-01-01,HIKD0476A,90002001,6
2024-01-01,HIKAED3D8,90002001,8
2024-01-01,HIKD8EC67,90002001,13
2024-01-01,HIK5BEC68,90002001,21
2024-01-01,HIK8D130E,90002001,10
2024-01-01,HIK551B1C,90002001,9
2024-01-01,HIKC3460C,90002001,8
2024-01-01,HIKF7229D,90002001,21
2024-01-01,HIK070F0B,90002001,8
2024-01-01,HIKCAC6DD,90002001,17
2024-01-01,HIK77A350,90002001,21
2024-01-01,HIK1EDFAB,90002001,21
2024-01-01,HIK36B5E7,90002001,10
2024-01-01,HIK3D8B94,90002001,17
2024-01-01,HIKBE06F0,90002001,17
2024-01-01,HIKD4C3B1,90002001,5
2024-01-01,HIK477AAF,90002001,9
2024-01-01,HIK3DF988,90002001,17
2024-01-01,HIKD36FFD,90002001,7
2024-01-01,HIKFE5678,90002001,7
