order_id,date,customer_code,product_code,product_id,sold_quantity
FNOV730503603,2025-11-29,789503,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28,25891202,199
FDEC81501601,2025-11-29,789501,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,167
FNOV731621101,2025-11-28,789621,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,335
FNOV731603102,2025-11-28,789603,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,328
FNOV731220603,2025-11-28,789220,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa,25891603,178
FNOV731201101,2025-11-28,789201,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,445
FNOV730902402,2025-11-28,789902,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,227
FNOV729421602,2025-11-28,789421,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6,25891602,150
FNOV731420603,2025-11-28,789420,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896,25891201,411
FNOV731201502,2025-11-28,999999,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f,25891303,52
FNOV731121301,2025-11-28,789121,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,484
FNOV730402401,2025-11-28,789402,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05,25891401,479
FNOV729101403,2025-11-28,789101,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9,25891403,217
FNOV729702602,2025-11-28,789702,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6,25891602,82
FNOV729102503,2025-11-28,789102,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,212
FNOV730402601,2025-11-28,789402,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,265
FNOV730103603,2025-11-28,999999,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f,25891303,67
FNOV730622201,2025-11-27,789622,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896,25891201,386
FNOV729203102,2025-11-27,789203,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,490
FNOV728522303,2025-11-27,789522,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f,25891303,93
FNOV729702301,2025-11-27,789702,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,345
FNOV729622602,2025-11-27,789622,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f,25891303,55
FNOV728101403,2025-11-27,789101,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,44
FNOV729220501,2025-11-27,789220,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,100
FNOV729201602,2025-11-27,789201,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6,25891602,138
FNOV729102301,2025-11-27,789102,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,95
FNOV728321503,2025-11-27,789321,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,244
FNOV728121602,2025-11-27,789121,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,48
FNOV729420503,2025-11-27,789420,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,356
FNOV729301501,2025-11-27,789301,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28,25891202,360
FNOV729221501,2025-11-27,789221,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9,25891403,257
FNOV728621501,2025-11-27,789621,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f,25891303,86
FNOV728303602,2025-11-27,789303,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,453
FNOV730621601,2025-11-27,789621,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05,25891401,494
FNOV729703603,2025-11-27,789703,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9,25891403,416
FNOV728601403,2025-11-27,789601,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28,25891202,362
FNOV728301601,2025-11-27,789301,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,187
FNOV728301601,2025-11-27,789301,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,27
FNOV729320501,2025-11-26,789320,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,142
FNOV728203202,2025-11-26,789203,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28,25891202,133
FNOV728102103,2025-11-26,789102,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,434
FNOV728501103,2025-11-26,789501,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,420
FNOV728420602,2025-11-26,789420,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,200
FNOV727402303,2025-11-26,789402,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896,25891201,268
FNOV727320203,2025-11-26,999999,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2,25891203,247
FNOV728220402,2025-11-26,789220,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,269
FNOV727103501,2025-11-26,789103,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,126
FNOV727520602,2025-11-26,789520,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6,25891602,160
FNOV727102601,2025-11-26,789102,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,127
FNOV729902401,2025-11-26,789902,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f,25891303,70
FNOV729721301,2025-11-26,789721,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2,25891203,124
FNOV729403603,2025-11-26,789403,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,426
FNOV727321603,2025-11-26,789321,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa,25891603,157
FNOV729402503,2025-11-26,789402,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,87
FNOV727301602,2025-11-26,789301,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,92
FNOV727301602,2025-11-26,789301,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,366
FNOV728522603,2025-11-25,789522,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa,25891603,52
FNOV728422202,2025-11-25,789422,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28,25891202,328
FNOV728122301,2025-11-25,789122,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,73
FNOV727721503,2025-11-25,789721,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,112
FNOV726622401,2025-11-25,789622,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05,25891401,363
FNOV726421103,2025-11-25,789421,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,317
FNOV726203603,2025-11-25,789203,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa,25891603,180
FNOV728122103,2025-11-25,789122,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,414
FNOV727603602,2025-11-25,999999,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,166
FNOV727321401,2025-11-25,789321,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896,25891201,138
FNOV728203502,2025-11-25,999999,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9,25891403,423
FNOV728403602,2025-11-25,789403,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f,25891303,31
FNOV728202601,2025-11-25,789202,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,52
FNOV727103603,2025-11-25,789103,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa,25891603,132
FNOV727422202,2025-11-24,789422,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28,25891202,313
FNOV727121302,2025-11-24,789121,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,79
FNOV726403601,2025-11-24,789403,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,193
FNOV726320401,2025-11-24,789320,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05,25891401,329
FNOV726301503,2025-11-24,789301,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,188
FNOV725603101,2025-11-24,789603,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,334
FNOV727522201,2025-11-24,789522,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896,25891201,209
FNOV727203301,2025-11-24,999999,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,65
FNOV727203301,2025-11-24,789203,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2,25891203,380
FNOV726622503,2025-11-24,789622,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,87
FNOV726321401,2025-11-24,789321,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05,25891401,249
FNOV726203101,2025-11-24,789203,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,335
FNOV725603603,2025-11-24,789603,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28,25891202,360
FNOV725601302,2025-11-24,789601,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,100
FNOV725422302,2025-11-24,789422,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,21
FNOV726721403,2025-11-24,789721,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,294
FNOV726603403,2025-11-24,789603,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9,25891403,297
FNOV725702503,2025-11-24,789702,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,146
FNOV727303303,2025-11-24,789303,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,482
FNOV726401603,2025-11-24,789401,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,328
FNOV726201601,2025-11-24,789201,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,104
FNOV725221603,2025-11-24,789221,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa,25891603,184
FNOV726702103,2025-11-23,789702,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,388
FNOV725320601,2025-11-23,999999,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,90
FNOV726522602,2025-11-23,789522,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,88
FNOV726522602,2025-11-23,789522,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6,25891602,147
FNOV726202301,2025-11-23,999999,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,52
FNOV725522502,2025-11-23,789522,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9,25891403,342
FNOV724622402,2025-11-23,789622,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,337
FNOV724202302,2025-11-23,999999,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,413
FNOV724321403,2025-11-23,789321,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896,25891201,147
FNOV724522603,2025-11-23,789522,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa,25891603,74
FNOV724301503,2025-11-23,999999,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,74
FNOV725401603,2025-11-23,789401,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,210
FNOV726703602,2025-11-23,999999,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,62
FNOV724702603,2025-11-23,789702,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,404
FNOV725401401,2025-11-22,789401,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05,25891401,166
FNOV725122601,2025-11-22,789122,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,176
FNOV723421103,2025-11-22,789421,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,407
FNOV723101601,2025-11-22,789101,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,98
FNOV725720501,2025-11-22,789720,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,391
FNOV725721501,2025-11-22,789721,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896,25891201,430
FNOV725203602,2025-11-22,789203,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6,25891602,108
FNOV725101603,2025-11-22,789101,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa,25891603,89
FNOV724401601,2025-11-22,789401,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,180
FNOV724202603,2025-11-22,789202,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f,25891303,59
FNOV723203502,2025-11-22,789203,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,321
FNOV723320603,2025-11-22,789320,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,104
FNOV725703401,2025-11-22,789703,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,449
FNOV725403602,2025-11-22,789403,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05,25891401,336
FNOV724403601,2025-11-21,789403,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,191
FNOV724201602,2025-11-21,999999,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6,25891602,53
FNOV723521302,2025-11-21,789521,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,89
FNOV723421201,2025-11-21,999999,2e387cef1424d6e7b162b45622d4b1a788d11776e33d05cc8552f4ecd2ea1896,25891201,188
FNOV723122402,2025-11-21,789122,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,256
FNOV723121102,2025-11-21,789121,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,304
FNOV723103101,2025-11-21,789103,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,394
FNOV724203601,2025-11-21,789203,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,134
FNOV723720602,2025-11-21,789720,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,71
FNOV723503202,2025-11-21,789503,0cb7b2f42657b625f754e833aa1cf6a967be26f17415f5342302ebb0e90c8a28,25891202,198
FNOV722221602,2025-11-21,789221,778c2a7aa27bfdb211fd5ece048de80d00fbf3d6924bd908d91054796ba16ab6,25891602,198
FNOV723203603,2025-11-21,789203,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2,25891203,128
FNOV724601601,2025-11-21,789601,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,33
FNOV722702501,2025-11-21,789702,d9ebd1ca64d23951a6310af93b1c5ac27d831ac842e89aea59a9e8b38621faa5,25891302,39
FNOV721603103,2025-11-20,789603,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,440
FNOV721220603,2025-11-20,999999,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa,25891603,54
FNOV721202401,2025-11-20,789202,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05,25891401,472
FNOV723402601,2025-11-20,789402,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,206
FNOV723401401,2025-11-20,789401,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f,25891303,45
FNOV723102502,2025-11-20,789102,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,273
FNOV722903601,2025-11-20,789903,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,97
FNOV722903402,2025-11-20,789903,fe5a8036be4b9a787b7c0ae013fc752a8cfb6c55a2f7b2fd152a6380925e9c49,25891402,274
FNOV722501203,2025-11-20,789501,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,294
FNOV722102402,2025-11-20,789102,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,73
FNOV721520401,2025-11-20,999999,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05,25891401,231
FNOV722702303,2025-11-20,789702,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,390
FNOV722203602,2025-11-20,789203,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,169
FNOV722121501,2025-11-20,789121,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,101
FNOV721601601,2025-11-20,789601,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,224
FNOV721402303,2025-11-20,789402,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,24
FNOV722601602,2025-11-20,789601,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,380
FNOV722521101,2025-11-19,789521,e91ba9d665f90254da5809bfdebe3db2be01a52f50b6fd96b57eed238392b843,25891101,301
FNOV722303603,2025-11-19,789303,451f7167b28a25bde73995910e31c07dfa26411f1db47847f19e16747effbdaa,25891603,85
FNOV721301303,2025-11-19,789301,c68834ceaff15846bc1892c2185dc4e4f471d64fe3796b1a8ecc39a5a48c614f,25891303,86
FNOV720422403,2025-11-19,789422,77b6f538a9d0e0cf845db5c2cbecec46fdd30303b501e06f64baf1d4dc0e66f9,25891403,385
FNOV722401503,2025-11-19,789401,062f5574bbdf4386b2c7c6075483b417b4a00b172fcba919dbba7dae1b774379,25891503,95
FNOV720703301,2025-11-19,789703,3cab59f05924285270313afcfe40a08983bb03dd88f432e34fc6336914c14345,25891301,86
FNOV720521601,2025-11-19,789521,102628255d24304d6bbe0438b1ac992054f262e0814d306d0a34d7356cef3268,25891103,428
FNOV720320401,2025-11-19,999999,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05,25891401,370
FNOV722603501,2025-11-19,789603,ee1f7df9cf660ef02c33037d8d6eb94cbefe8e7b84c306e9387f09b0cae0abae,25891501,249
FNOV722603501,2025-11-19,789603,e92c739a8d78cd6cbe954648c2f9dd75ed61fcfd99b03e10dca65c3082d0728e,25891102,307
FNOV722220502,2025-11-19,789220,889c67757ece9c973791dfbc2d47b026a3342cc7255e47a3170329d158e897c2,25891203,437
FNOV721603601,2025-11-19,789603,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,160
FNOV720622502,2025-11-19,999999,da6bfc596c1360ca07bda4e0ae6bfe3b8456517fc6e8ddc265630ff940f9ab05,25891401,205
FNOV720501601,2025-11-19,789501,716fa4e54b7894c910180276e0535d49afb25cdcfac09533fb74ae00689e5742,25891601,107
