order_id,order_placement_date,customer_id,product_id,order_qty,read_timestamp,file_name,file_size
FJUL33420203,"Tuesday, July 01, 2025",789420,25891203,138,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33420203,01-07-2025,789420,25891103,357,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33420203,"Tuesday, July 01, 2025",789420,25891203,138,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33421203,"Tuesday, July 01, 2025",789421,25891203,99,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33421203,"Tuesday, July 01, 2025",789421,25891202,332,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33421203,"Tuesday, July 01, 2025",789421,25891202,332,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33520502,"Tuesday, July 01, 2025",789520,25891502,173,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33520502,01-07-2025,789520,25891403,341,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33520502,"Tuesday, July 01, 2025",789520,25891403,341,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33703603,"Tuesday, July 01, 2025",789703,25891203,176,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33703603,"Tuesday, July 01, 2025",789703,25891603,165,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33703603,"Tuesday, July 01, 2025",789703,25891203,176,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34102602,"Tuesday, July 01, 2025",789102,25891203,387,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34102602,"Tuesday, July 01, 2025",789102,25891201,440,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34102602,"Tuesday, July 01, 2025",789102,25891602,154,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34103403,"Tuesday, July 01, 2025",789103,25891301,67,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34103403,"Tuesday, July 01, 2025",789103,25891403,420,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34103403,"Tuesday, July 01, 2025",INVALID,25891401,359,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34321602,"Tuesday, July 01, 2025",789321,25891102,331,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34321602,"Tuesday, July 01, 2025",789321,25891503,246,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34321602,"Tuesday, July 01, 2025",INVALID,25891602,60,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34401503,"Tuesday, July 01, 2025",789401,25891502,200,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34401503,"Tuesday, July 01, 2025",789401,25891503,192,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34401503,"Tuesday, July 01, 2025",789401,25891202,173,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34420402,"Tuesday, July 01, 2025",789420,25891203,381,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34420402,"Tuesday, July 01, 2025",789420,25891103,325,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34420402,"Tuesday, July 01, 2025",INVALID,25891402,353,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34520602,"Tuesday, July 01, 2025",INVALID,25891501,184,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34520602,"Tuesday, July 01, 2025",789520,25891602,131,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34520602,"Tuesday, July 01, 2025",789520,25891202,200,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34702502,"Tuesday, July 01, 2025",789702,25891502,215,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34702502,"Tuesday, July 01, 2025",789702,25891201,156,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34702502,01/07/2025,789702,25891401,337,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34702602,"Tuesday, July 01, 2025",789702,25891103,432,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34702602,"Tuesday, July 01, 2025",789702,77777777,155,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34702602,"Tuesday, July 01, 2025",789702,77777777,155,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34703602,01-07-2025,789703,25891602,163,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34703602,"Tuesday, July 01, 2025",789703,25891202,167,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL34703602,01-07-2025,789703,25891202,167,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32102602,"Tuesday, July 01, 2025",789102,25891501,91,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32102602,"Tuesday, July 01, 2025",789102,25891602,63,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32103602,"Tuesday, July 01, 2025",ABC987,25891602,77,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32103602,"Tuesday, July 01, 2025",ABC987,25891602,77,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32121102,01-07-2025,789121,25891102,377,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32121102,"Tuesday, July 01, 2025",789121,25891102,377,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32202402,"Tuesday, July 01, 2025",789202,25891402,442,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32202402,01/07/2025,789202,25891303,40,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32220602,"Tuesday, July 01, 2025",789220,88888888,77,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32220602,"Tuesday, July 01, 2025",789220,88888888,77,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32221402,"Tuesday, July 01, 2025",789221,25891402,384,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32221402,"Tuesday, July 01, 2025",789221,25891402,384,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32301603,01-07-2025,789301,25891501,238,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32301603,01-07-2025,789301,25891603,121,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32320302,2025/07/01,789320,25891203,347,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32320302,"Tuesday, July 01, 2025",789320,88888888,54,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32402602,"Tuesday, July 01, 2025",789402,25891501,223,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32402602,"Tuesday, July 01, 2025",789402,25891602,163,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32420403,"Tuesday, July 01, 2025",789420,25891301,87,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32420403,"Tuesday, July 01, 2025",789420,25891403,null,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32422401,"Tuesday, July 01, 2025",ABC987,25891103,317,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32422401,"Tuesday, July 01, 2025",789422,25891401,342,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32503401,"Tuesday, July 01, 2025",789503,25891102,367,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32503401,"Tuesday, July 01, 2025",789503,25891401,449,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32520603,"Tuesday, July 01, 2025",789520,25891402,258,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32520603,"Tuesday, July 01, 2025",789520,25891603,64,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32703401,"Tuesday, July 01, 2025",789703,25891101,492,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32703401,"Tuesday, July 01, 2025",789703,25891401,234,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32720302,"Tuesday, July 01, 2025",789720,25891302,49,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32720302,"Tuesday, July 01, 2025",789720,25891102,402,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32902402,"Tuesday, July 01, 2025",789902,25891302,70,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32902402,"Tuesday, July 01, 2025",789902,25891402,405,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32903603,2025/07/01,789903,25891603,115,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL32903603,"Tuesday, July 01, 2025",789903,25891603,115,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33101403,"Tuesday, July 01, 2025",789101,25891403,283,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33101403,"Tuesday, July 01, 2025",789101,25891101,349,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33102601,"Tuesday, July 01, 2025",789102,25891601,180,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33102601,"Tuesday, July 01, 2025",789102,25891202,419,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33122301,"Tuesday, July 01, 2025",789122,99999999,26,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33122301,"Tuesday, July 01, 2025",789122,25891103,403,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33221503,"Tuesday, July 01, 2025",789221,25891503,101,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33221503,01-07-2025,789221,25891503,101,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33303501,"Tuesday, July 01, 2025",789303,25891103,335,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33303501,"Tuesday, July 01, 2025",789303,25891501,105,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33520601,01/07/2025,789520,25891302,34,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33520601,"Tuesday, July 01, 2025",789520,25891601,146,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33621603,01/07/2025,789621,25891203,138,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33621603,"Tuesday, July 01, 2025",789621,25891603,69,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33622502,"Tuesday, July 01, 2025",789622,25891502,132,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
FJUL33622502,2025/07/01,789622,25891202,294,2026-04-21T14:41:04.056Z,orders_2025_07_01.csv,20744
